,tweet_id,timestamp,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,name,retweet_count,favorite_count,dog_stage,rating
703,785927819176054784,2016-10-11 19:39:28+00:00,nan,nan,,Lucy,3652,12696,,1.2
704,785872687017132033,2016-10-11 16:00:24+00:00,nan,nan,,Rusty,2130,7489,,1.2
705,785639753186217984,2016-10-11 00:34:48+00:00,nan,nan,,Pinot,2561,8735,doggopupper,1.0
706,785533386513321988,2016-10-10 17:32:08+00:00,nan,nan,,Dallas,2334,10183,,1.1
708,785264754247995392,2016-10-09 23:44:41+00:00,nan,nan,,Doc,1911,8128,,1.2
709,785170936622350336,2016-10-09 17:31:53+00:00,nan,nan,,Hero,5639,13491,,1.1
710,784826020293709826,2016-10-08 18:41:19+00:00,nan,nan,,Rusty,3712,11310,,1.3
711,784517518371221505,2016-10-07 22:15:26+00:00,nan,nan,,Frankie,2970,10039,,1.1
712,784431430411685888,2016-10-07 16:33:21+00:00,nan,nan,,Stormy,1491,6329,,1.2
713,784183165795655680,2016-10-07 00:06:50+00:00,nan,nan,,Reginald,9374,22513,puppo,1.2
714,784057939640352768,2016-10-06 15:49:14+00:00,nan,nan,,Balto,12953,33505,,1.2
715,783839966405230592,2016-10-06 01:23:05+00:00,nan,nan,,Riley,12643,33689,,1.3
716,783821107061198850,2016-10-06 00:08:09+00:00,nan,nan,,Mairi,2269,8209,,1.2
717,783695101801398276,2016-10-05 15:47:27+00:00,nan,nan,,Loomis,3737,11650,,1.2
718,783466772167098368,2016-10-05 00:40:09+00:00,nan,nan,,Finn,2608,9468,,1.1
719,783391753726550016,2016-10-04 19:42:03+00:00,nan,nan,,Godi,6441,18908,,1.3
720,783347506784731136,2016-10-04 16:46:14+00:00,6.742918370630533e+17,4196983835.0,2015-12-08 18:17:56+00:00,Kenny,6533,0,,1.1
721,783334639985389568,2016-10-04 15:55:06+00:00,nan,nan,,Dave,13616,32651,,1.2
722,783085703974514689,2016-10-03 23:25:55+00:00,nan,nan,,Earl,2565,9112,,1.1
723,782969140009107456,2016-10-03 15:42:44+00:00,nan,nan,,Cali,8521,26949,,1.2
724,782747134529531904,2016-10-03 01:00:34+00:00,nan,nan,,Deacon,1604,8310,doggo,1.1
725,782722598790725632,2016-10-02 23:23:04+00:00,nan,nan,,Penny,6238,19250,,1.0
726,782598640137187329,2016-10-02 15:10:30+00:00,nan,nan,,Timmy,2184,8694,,1.1
727,782305867769217024,2016-10-01 19:47:08+00:00,nan,nan,,Sampson,6470,18630,doggo,1.2
728,782021823840026624,2016-10-01 00:58:26+00:00,7.076109487234785e+17,4196983835.0,2016-03-09 16:56:11+00:00,Harper,7236,0,,1.2
729,781955203444699136,2016-09-30 20:33:43+00:00,nan,nan,,Chipson,3920,12357,,1.1
731,781655249211752448,2016-09-30 00:41:48+00:00,nan,nan,,Combo,1314,4466,doggo,1.1
734,781251288990355457,2016-09-28 21:56:36+00:00,nan,nan,,Oakley,2458,9428,,1.1
737,780858289093574656,2016-09-27 19:54:58+00:00,nan,nan,,Dash,2328,8033,,1.0
738,780800785462489090,2016-09-27 16:06:28+00:00,nan,nan,,Koda,1505,6141,,1.1
739,780601303617732608,2016-09-27 02:53:48+00:00,nan,nan,,Hercules,3839,13525,,1.2
741,780496263422808064,2016-09-26 19:56:24+00:00,7.424231704734638e+17,4196983835.0,2016-06-13 18:27:32+00:00,Bell,4319,0,,1.2
743,780459368902959104,2016-09-26 17:29:48+00:00,nan,nan,,Bear,1224,5892,,1.1
745,780092040432480260,2016-09-25 17:10:10+00:00,7.533756688770089e+17,4196983835.0,2016-07-13 23:48:51+00:00,Hank,2655,0,,0.8
747,779834332596887552,2016-09-25 00:06:08+00:00,nan,nan,,Scout,8237,21252,,1.1
749,779124354206535695,2016-09-23 01:04:56+00:00,6.794628231356867e+17,4196983835.0,2015-12-23 00:45:35+00:00,Hurley,21324,0,,1.1
750,779123168116150273,2016-09-23 01:00:13+00:00,nan,nan,,Reggie,4207,13206,,1.2
752,778990705243029504,2016-09-22 16:13:51+00:00,nan,nan,,Jay,8437,22342,,1.1
755,778748913645780993,2016-09-22 00:13:04+00:00,nan,nan,,Mya,1562,7717,,1.1
756,778650543019483137,2016-09-21 17:42:10+00:00,nan,nan,,Strider,1729,6430,,1.0
757,778624900596654080,2016-09-21 16:00:17+00:00,nan,nan,,Penny,1176,5177,,1.1
759,778396591732486144,2016-09-21 00:53:04+00:00,7.030419496500347e+17,4196983835.0,2016-02-26 02:20:37+00:00,an,14198,0,,1.0
760,778383385161035776,2016-09-21 00:00:35+00:00,nan,nan,,Nala,1271,6515,,1.3
761,778286810187399168,2016-09-20 17:36:50+00:00,nan,nan,,Stanley,3836,11576,,1.1
764,777953400541634568,2016-09-19 19:31:59+00:00,7.681934045178307e+17,4196983835.0,2016-08-23 21:09:14+00:00,Gerald,4080,0,doggo,0.8
765,777885040357281792,2016-09-19 15:00:20+00:00,nan,nan,,Wesley,1893,7078,,0.3
767,777641927919427584,2016-09-18 22:54:18+00:00,7.50429297815552e+17,4196983835.0,2016-07-05 20:41:01+00:00,Arnie,4947,0,,1.2
768,777621514455814149,2016-09-18 21:33:11+00:00,nan,nan,,Derek,2910,9742,,1.2
769,777189768882946048,2016-09-17 16:57:35+00:00,nan,nan,,Jeffrey,4999,15921,,1.2
771,776813020089548800,2016-09-16 16:00:31+00:00,nan,nan,,Solomon,1405,5444,,1.2
772,776477788987613185,2016-09-15 17:48:25+00:00,nan,nan,,Huck,3249,9858,pupper,1.1
773,776249906839351296,2016-09-15 02:42:54+00:00,7.007477885150208e+17,4196983835.0,2016-02-19 18:24:26+00:00,very,10673,0,,1.1
775,776201521193218049,2016-09-14 23:30:38+00:00,nan,nan,,O,2919,10681,,1.0
776,776113305656188928,2016-09-14 17:40:06+00:00,nan,nan,,Sampson,5068,13102,pupper,1.1
779,775842724423557120,2016-09-13 23:44:54+00:00,nan,nan,,Blue,3116,13022,,1.2
780,775733305207554048,2016-09-13 16:30:07+00:00,nan,nan,,Anakin,4627,15413,doggo,1.1
782,775364825476165632,2016-09-12 16:05:54+00:00,nan,nan,,Finley,3472,8295,doggo,1.1
783,775350846108426240,2016-09-12 15:10:21+00:00,nan,nan,,Maximus,4532,11309,,1.2
785,775085132600442880,2016-09-11 21:34:30+00:00,nan,nan,,Tucker,5488,17281,,1.3
786,774757898236878852,2016-09-10 23:54:11+00:00,nan,nan,,Finley,2035,9462,,1.2
787,774639387460112384,2016-09-10 16:03:16+00:00,nan,nan,,Sprinkles,2013,7508,,1.0
789,773985732834758656,2016-09-08 20:45:53+00:00,nan,nan,,Winnie,4492,11925,pupper,1.1
790,773922284943896577,2016-09-08 16:33:46+00:00,nan,nan,,Heinrich,1999,7110,,1.2
791,773704687002451968,2016-09-08 02:09:06+00:00,nan,nan,,Loki,1891,7317,,1.2
792,773670353721753600,2016-09-07 23:52:41+00:00,nan,nan,,Shakespeare,1501,5935,,1.0
793,773547596996571136,2016-09-07 15:44:53+00:00,nan,nan,,Chelsea,7126,24553,pupper,1.1
794,773336787167145985,2016-09-07 01:47:12+00:00,7.713807980962816e+17,4196983835.0,2016-09-01 16:14:48+00:00,Fizz,5912,0,,1.1
795,773308824254029826,2016-09-06 23:56:05+00:00,nan,nan,,Bungalo,8640,25846,,1.2
796,773247561583001600,2016-09-06 19:52:39+00:00,nan,nan,,Chip,3699,10414,,1.0
797,773191612633579521,2016-09-06 16:10:20+00:00,nan,nan,,Grey,4736,11117,,1.2
799,772826264096874500,2016-09-05 15:58:34+00:00,nan,nan,,Roosevelt,2669,8842,,1.1
800,772615324260794368,2016-09-05 02:00:22+00:00,7.652220986336911e+17,4196983835.0,2016-08-15 16:22:20+00:00,Gromit,3914,0,,1.0
801,772581559778025472,2016-09-04 23:46:12+00:00,nan,nan,,a,1968,7192,,1.0
802,772193107915964416,2016-09-03 22:02:38+00:00,nan,nan,,Willem,1612,6665,pupper,1.2
804,772117678702071809,2016-09-03 17:02:54+00:00,nan,nan,,Jack,848,4165,,1.2
805,772114945936949249,2016-09-03 16:52:02+00:00,nan,nan,,Finn,546,3005,,1.0
806,772102971039580160,2016-09-03 16:04:27+00:00,nan,nan,,Penny,1065,4448,,1.1
808,771770456517009408,2016-09-02 18:03:10+00:00,nan,nan,,Davey,3924,13356,,1.1
809,771500966810099713,2016-09-02 00:12:18+00:00,nan,nan,,Dakota,3018,9167,,1.2
810,771380798096281600,2016-09-01 16:14:48+00:00,nan,nan,,Fizz,5912,11746,,1.1
811,771171053431250945,2016-09-01 02:21:21+00:00,6.733201328113664e+17,4196983835.0,2015-12-06 01:56:44+00:00,Frankie,8705,0,,1.1
812,771136648247640064,2016-09-01 00:04:38+00:00,nan,nan,,Dixie,3357,10223,,1.1
813,771102124360998913,2016-08-31 21:47:27+00:00,nan,nan,,Charlie,1663,6898,,1.2
816,770787852854652928,2016-08-31 00:58:39+00:00,nan,nan,,Winston,1415,5498,,1.0
817,770772759874076672,2016-08-30 23:58:40+00:00,nan,nan,,Sebastian,1626,5749,,1.1
819,770655142660169732,2016-08-30 16:11:18+00:00,nan,nan,,very,2013,8130,,1.1
820,770414278348247044,2016-08-30 00:14:12+00:00,nan,nan,,Al,2390,6987,,1.1
821,770293558247038976,2016-08-29 16:14:30+00:00,nan,nan,,Jackson,1718,6923,,1.0
822,770093767776997377,2016-08-29 03:00:36+00:00,7.410673068187976e+17,4196983835.0,2016-06-10 00:39:48+00:00,just,3520,0,doggopupper,1.2
823,770069151037685760,2016-08-29 01:22:47+00:00,nan,nan,,Carbon,2651,8385,,1.0
824,769940425801170949,2016-08-28 16:51:16+00:00,nan,nan,,Klein,11131,34948,,1.2
825,769695466921623552,2016-08-28 00:37:54+00:00,nan,nan,,Titan,1926,7101,,1.3
827,769212283578875904,2016-08-26 16:37:54+00:00,nan,nan,,DonDon,1969,5980,,1.2
828,768970937022709760,2016-08-26 00:38:52+00:00,nan,nan,,Kirby,7574,16017,,1.2
830,768855141948723200,2016-08-25 16:58:45+00:00,nan,nan,,Jesse,1034,4660,,1.1
831,768609597686943744,2016-08-25 00:43:02+00:00,nan,nan,,Lou,1382,4580,,1.0
832,768596291618299904,2016-08-24 23:50:10+00:00,nan,nan,,Oakley,1473,5592,,1.2
833,768554158521745409,2016-08-24 21:02:45+00:00,7.399791916392448e+17,4196983835.0,2016-06-07 00:36:02+00:00,Nollie,6719,0,,1.2
834,768473857036525572,2016-08-24 15:43:39+00:00,nan,nan,,Chevy,3958,15110,,1.1
835,768193404517830656,2016-08-23 21:09:14+00:00,nan,nan,,Gerald,4080,12157,doggo,0.8
836,767884188863397888,2016-08-23 00:40:31+00:00,nan,nan,,Tito,1634,5309,,1.0
837,767754930266464257,2016-08-22 16:06:54+00:00,nan,nan,,Philbert,6221,17814,,1.1
838,767500508068192258,2016-08-21 23:15:55+00:00,nan,nan,,Louie,2688,8295,,1.2
840,767122157629476866,2016-08-20 22:12:29+00:00,nan,nan,,Rupert,3261,11227,,1.3
842,766793450729734144,2016-08-20 00:26:19+00:00,nan,nan,,Rufus,1565,5650,,1.0
844,766693177336135680,2016-08-19 17:47:52+00:00,nan,nan,,Brudge,918,4484,,1.1
845,766423258543644672,2016-08-18 23:55:18+00:00,nan,nan,,Shadoe,1825,6671,,0.9
846,766313316352462849,2016-08-18 16:38:26+00:00,nan,nan,,Oscar,2166,7493,,1.2
847,766078092750233600,2016-08-18 01:03:45+00:00,7.258422890467492e+17,4196983835.0,2016-04-29 00:21:01+00:00,Colby,2970,0,,1.2
848,766069199026450432,2016-08-18 00:28:24+00:00,nan,nan,,Juno,1003,4765,,1.2
849,766008592277377025,2016-08-17 20:27:34+00:00,nan,nan,,Angel,571,4149,,1.1
850,765719909049503744,2016-08-17 01:20:27+00:00,nan,nan,,Brat,2475,8021,,1.2
851,765669560888528897,2016-08-16 22:00:23+00:00,nan,nan,,Tove,1407,5760,,1.2
852,765395769549590528,2016-08-16 03:52:26+00:00,nan,nan,,my,3127,20539,,1.3
853,765371061932261376,2016-08-16 02:14:15+00:00,nan,nan,,Louie,2475,7842,pupper,1.1
854,765222098633691136,2016-08-15 16:22:20+00:00,nan,nan,,Gromit,3914,12902,,1.0
855,764857477905154048,2016-08-14 16:13:27+00:00,nan,nan,,Aubie,2029,7099,,1.2
856,764259802650378240,2016-08-13 00:38:30+00:00,nan,nan,,Kota,1745,6718,,1.0
858,763837565564780549,2016-08-11 20:40:41+00:00,nan,nan,,Alfie,4858,14041,,1.1
859,763183847194451968,2016-08-10 01:23:03+00:00,nan,nan,,Clark,1702,6004,,0.8
860,763167063695355904,2016-08-10 00:16:21+00:00,6.732952685536051e+17,4196983835.0,2015-12-06 00:17:55+00:00,Eve,3484,0,pupper,0.8
861,763103485927849985,2016-08-09 20:03:43+00:00,nan,nan,,Belle,2602,8163,,1.0
862,762699858130116608,2016-08-08 17:19:51+00:00,nan,nan,,Leela,4190,13518,,1.1
863,762471784394268675,2016-08-08 02:13:34+00:00,nan,nan,,Glenn,7612,12571,,1.2
864,762464539388485633,2016-08-08 01:44:46+00:00,nan,nan,,Buddy,4839,11503,,1.2
865,762316489655476224,2016-08-07 15:56:28+00:00,nan,nan,,Scout,1298,5350,,1.1
867,761976711479193600,2016-08-06 17:26:19+00:00,nan,nan,,Shelby,2310,5992,,1.2
871,761599872357261312,2016-08-05 16:28:54+00:00,nan,nan,,Sephie,1336,4578,,1.1
873,761334018830917632,2016-08-04 22:52:29+00:00,nan,nan,,Bruce,1669,5792,,1.0
874,761292947749015552,2016-08-04 20:09:17+00:00,nan,nan,,Bonaparte,1265,4957,,1.1
875,761227390836215808,2016-08-04 15:48:47+00:00,nan,nan,,Albert,1775,5908,,1.0
876,761004547850530816,2016-08-04 01:03:17+00:00,nan,nan,,Bo,3952,12482,,1.1
877,760893934457552897,2016-08-03 17:43:45+00:00,nan,nan,,Wishes,1104,4228,doggo,1.1
878,760656994973933572,2016-08-03 02:02:14+00:00,nan,nan,,Rose,2210,7343,,1.1
879,760641137271070720,2016-08-03 00:59:13+00:00,nan,nan,,Theo,1481,5485,,1.2
880,760539183865880579,2016-08-02 18:14:06+00:00,nan,nan,,Atlas,4168,8399,,1.2
882,760290219849637889,2016-08-02 01:44:48+00:00,nan,nan,,Rocco,13140,29618,,1.3
883,760252756032651264,2016-08-01 23:15:56+00:00,nan,nan,,Fido,995,4338,,0.4
884,760190180481531904,2016-08-01 19:07:17+00:00,nan,nan,,Sadie,2079,6334,,1.0
888,759846353224826880,2016-07-31 20:21:02+00:00,nan,nan,,Kirby,2265,7433,,1.1
889,759793422261743616,2016-07-31 16:50:42+00:00,nan,nan,,Maggie,2173,6620,doggopupper,1.2
891,759557299618865152,2016-07-31 01:12:26+00:00,nan,nan,,Emma,1341,5202,,1.0
892,759447681597108224,2016-07-30 17:56:51+00:00,nan,nan,,Oakley,2827,9418,,1.1
894,759197388317847553,2016-07-30 01:22:17+00:00,nan,nan,,Luna,2221,6725,,1.2
896,759099523532779520,2016-07-29 18:53:24+00:00,nan,nan,,Toby,4813,16101,,0.7
897,759047813560868866,2016-07-29 15:27:55+00:00,nan,nan,,Spencer,2302,7227,,1.1
898,758854675097526272,2016-07-29 02:40:28+00:00,nan,nan,,Lilli,1027,3904,,1.1
900,758740312047005698,2016-07-28 19:06:01+00:00,nan,nan,,Boston,1824,6339,,1.2
901,758474966123810816,2016-07-28 01:31:38+00:00,nan,nan,,Brandonald,1132,4227,,1.1
903,758405701903519748,2016-07-27 20:56:24+00:00,nan,nan,,Odie,2204,5756,,1.0
904,758355060040593408,2016-07-27 17:35:10+00:00,nan,nan,,Corey,1245,3797,,1.1
907,757741869644341248,2016-07-26 00:58:34+00:00,nan,nan,,Leonard,3710,7613,,1.0
908,757729163776290825,2016-07-26 00:08:05+00:00,6.790626142704681e+17,4196983835.0,2015-12-21 22:15:18+00:00,Chompsky,9299,0,,1.1
909,757725642876129280,2016-07-25 23:54:05+00:00,nan,nan,,Beckham,1391,5022,,1.1
910,757611664640446465,2016-07-25 16:21:11+00:00,nan,nan,,Cooper,1272,5026,,1.2
915,757354760399941633,2016-07-24 23:20:20+00:00,nan,nan,,Devón,1637,4995,,0.8
916,756998049151549440,2016-07-23 23:42:53+00:00,nan,nan,,Oliver,2271,6923,,1.1
917,756939218950160384,2016-07-23 19:49:07+00:00,nan,nan,,Jax,2295,7342,pupper,1.2
918,756651752796094464,2016-07-23 00:46:50+00:00,nan,nan,,Gert,1511,5612,,1.1
924,755206590534418437,2016-07-19 01:04:16+00:00,nan,nan,,one,6148,18212,doggo,1.4
925,755110668769038337,2016-07-18 18:43:07+00:00,nan,nan,,Watson,12621,23446,,1.3
926,754874841593970688,2016-07-18 03:06:01+00:00,6.791583739888763e+17,4196983835.0,2015-12-22 04:35:49+00:00,Rubio,9193,0,,1.1
927,754856583969079297,2016-07-18 01:53:28+00:00,nan,nan,,Winnie,2870,7616,,1.1
928,754747087846248448,2016-07-17 18:38:22+00:00,nan,nan,,Keith,591,2854,,1.2
929,754482103782404096,2016-07-17 01:05:25+00:00,nan,nan,,Milo,2220,5852,,1.0
930,754449512966619136,2016-07-16 22:55:55+00:00,nan,nan,,Dex,846,4147,,1.1
932,754011816964026368,2016-07-15 17:56:40+00:00,nan,nan,,Charlie,4079,9726,,1.2
935,753398408988139520,2016-07-14 01:19:12+00:00,nan,nan,,Scout,2186,6384,,1.2
936,753375668877008896,2016-07-13 23:48:51+00:00,nan,nan,,Hank,2655,8411,,0.8
937,753298634498793472,2016-07-13 18:42:44+00:00,6.815231776636764e+17,4196983835.0,2015-12-28 17:12:42+00:00,Carly,6620,0,,1.2
938,753294487569522689,2016-07-13 18:26:16+00:00,nan,nan,,Ace,1191,3758,,1.1
940,753026973505581056,2016-07-13 00:43:15+00:00,nan,nan,,Tayzie,1109,4283,,1.0
941,752932432744185856,2016-07-12 18:27:35+00:00,nan,nan,,Carl,7798,13970,,1.2
942,752917284578922496,2016-07-12 17:27:23+00:00,nan,nan,,Grizzie,1790,7592,,1.1
950,752173152931807232,2016-07-10 16:10:29+00:00,nan,nan,,Brody,2106,6569,,1.2
951,751950017322246144,2016-07-10 01:23:49+00:00,nan,nan,,Lola,1060,3415,pupper,1.3
952,751937170840121344,2016-07-10 00:32:46+00:00,nan,nan,,Ruby,1530,5770,,1.1
953,751830394383790080,2016-07-09 17:28:29+00:00,nan,nan,,Tucker,2227,6428,,1.2
954,751793661361422336,2016-07-09 15:02:31+00:00,nan,nan,,Fred,3320,6479,,1.1
955,751598357617971201,2016-07-09 02:06:27+00:00,nan,nan,,Toby,3440,8699,,1.3
957,751538714308972544,2016-07-08 22:09:27+00:00,nan,nan,,Max,1445,5547,,1.0
959,751251247299190784,2016-07-08 03:07:09+00:00,nan,nan,,Gilbert,6695,13791,,1.0
961,751132876104687617,2016-07-07 19:16:47+00:00,nan,nan,,Cooper,1480,5610,puppo,1.0
962,750868782890057730,2016-07-07 01:47:22+00:00,nan,nan,,Milo,1595,5306,pupper,1.1
963,750719632563142656,2016-07-06 15:54:42+00:00,nan,nan,,Meyer,5747,14621,,1.2
964,750506206503038976,2016-07-06 01:46:38+00:00,nan,nan,,Malcolm,1316,4934,pupper,0.8
965,750429297815552001,2016-07-05 20:41:01+00:00,nan,nan,,Arnie,4947,14569,,1.2
966,750383411068534784,2016-07-05 17:38:41+00:00,nan,nan,,Zoe,1309,5005,pupper,0.9
969,750132105863102464,2016-07-05 01:00:05+00:00,nan,nan,,Stewie,1440,3990,,1.1
970,750117059602808832,2016-07-05 00:00:18+00:00,nan,nan,,Calvin,1466,4740,,1.0
971,750101899009982464,2016-07-04 23:00:03+00:00,nan,nan,,Lilah,959,3344,,1.1
972,750086836815486976,2016-07-04 22:00:12+00:00,nan,nan,,Spanky,613,2383,,1.2
974,750056684286914561,2016-07-04 20:00:23+00:00,nan,nan,,Jameson,1011,3444,,1.1
975,750041628174217216,2016-07-04 19:00:33+00:00,nan,nan,,Beau,703,3502,,1.3
976,750026558547456000,2016-07-04 18:00:41+00:00,nan,nan,,Jax,888,2986,,1.0
977,750011400160841729,2016-07-04 17:00:26+00:00,nan,nan,,Piper,1035,3568,doggo,1.1
978,749996283729883136,2016-07-04 16:00:22+00:00,nan,nan,,Bo,919,3331,,1.2
980,749774190421639168,2016-07-04 01:17:51+00:00,nan,nan,,Lucy,1493,5114,,1.2
981,749417653287129088,2016-07-03 01:41:06+00:00,nan,nan,,Finn,1904,6721,pupper,1.1
983,749395845976588288,2016-07-03 00:14:27+00:00,nan,nan,,George,3951,9488,,1.0
984,749317047558017024,2016-07-02 19:01:20+00:00,nan,nan,,Blu,2509,6076,floofer,1.2
985,749075273010798592,2016-07-02 03:00:36+00:00,nan,nan,,Boomer,2360,6353,doggo,1.1
986,749064354620928000,2016-07-02 02:17:13+00:00,nan,nan,,Winston,1714,5277,,1.1
987,749036806121881602,2016-07-02 00:27:45+00:00,nan,nan,,Dietrich,896,3425,,0.8
988,748977405889503236,2016-07-01 20:31:43+00:00,nan,nan,,not,3759,11235,,1.0
989,748932637671223296,2016-07-01 17:33:49+00:00,nan,nan,,Divine,2564,6461,doggo,1.3
991,748699167502000129,2016-07-01 02:06:06+00:00,nan,nan,,Tripp,1814,5213,,1.1
992,748692773788876800,2016-07-01 01:40:41+00:00,nan,nan,,his,1504,4659,doggo,1.0
993,748575535303884801,2016-06-30 17:54:50+00:00,nan,nan,,one,2272,6696,,0.6
994,748568946752774144,2016-06-30 17:28:39+00:00,nan,nan,,Cora,776,2411,,1.2
997,748324050481647620,2016-06-30 01:15:31+00:00,nan,nan,,Duke,867,4078,,1.1
1002,747885874273214464,2016-06-28 20:14:22+00:00,nan,nan,,a,1116,3243,,0.8
1003,747844099428986880,2016-06-28 17:28:22+00:00,nan,nan,,Huxley,851,3084,,1.1
1004,747816857231626240,2016-06-28 15:40:07+00:00,nan,nan,,a,1316,5346,,0.4
1006,747648653817413632,2016-06-28 04:31:44+00:00,nan,nan,,Keurig,6614,14182,,1.2
1007,747600769478692864,2016-06-28 01:21:27+00:00,nan,nan,,Bookstore,619,2545,,1.0
1011,747439450712596480,2016-06-27 14:40:26+00:00,nan,nan,,Linus,2184,5965,,1.2
1013,747219827526344708,2016-06-27 00:07:44+00:00,nan,nan,,Atticus,1791,5792,,1.1
1014,747204161125646336,2016-06-26 23:05:29+00:00,nan,nan,,Clark,1038,3722,,1.0
1017,746872823977771008,2016-06-26 01:08:52+00:00,nan,nan,,a,2429,6593,,1.1
1020,746757706116112384,2016-06-25 17:31:25+00:00,nan,nan,,Maddie,4432,10520,,1.1
1021,746726898085036033,2016-06-25 15:29:00+00:00,nan,nan,,Abby,2037,6648,,1.2
1023,746521445350707200,2016-06-25 01:52:36+00:00,6.678667242938778e+17,4196983835.0,2015-11-21 00:46:50+00:00,Shaggy,1110,0,,1.0
1024,746507379341139972,2016-06-25 00:56:43+00:00,nan,nan,,Shiloh,1226,5094,,1.0
1025,746369468511756288,2016-06-24 15:48:42+00:00,nan,nan,,an,1854,6637,,0.9
1026,746131877086527488,2016-06-24 00:04:36+00:00,nan,nan,,Gustav,2511,7565,,1.0
1027,746056683365994496,2016-06-23 19:05:49+00:00,nan,nan,,Arlen,931,3904,,1.1
1028,745789745784041472,2016-06-23 01:25:06+00:00,nan,nan,,Gus,1207,4437,,1.0
1029,745712589599014916,2016-06-22 20:18:30+00:00,nan,nan,,Percy,2636,7652,,0.7
1030,745433870967832576,2016-06-22 01:50:58+00:00,nan,nan,,Lenox,2894,7824,doggo,1.0
1031,745422732645535745,2016-06-22 01:06:43+00:00,nan,nan,,very,2768,9412,,0.9
1032,745314880350101504,2016-06-21 17:58:09+00:00,nan,nan,,Sugar,3131,7863,,1.2
1033,745074613265149952,2016-06-21 02:03:25+00:00,nan,nan,,Jeffrey,3976,8605,,1.1
1034,745057283344719872,2016-06-21 00:54:33+00:00,nan,nan,,Oliver,2585,7945,,1.2
1035,744995568523612160,2016-06-20 20:49:19+00:00,nan,nan,,Abby,716,3277,puppo,0.9
1036,744971049620602880,2016-06-20 19:11:53+00:00,nan,nan,,Indie,3042,8652,,1.2
1037,744709971296780288,2016-06-20 01:54:27+00:00,nan,nan,,Harvey,1771,6150,,1.0
1038,744334592493166593,2016-06-19 01:02:50+00:00,nan,nan,,Blanket,2412,7443,,1.1
1040,744223424764059648,2016-06-18 17:41:06+00:00,nan,nan,,actually,424,1868,pupper,1.2
1041,743980027717509120,2016-06-18 01:33:55+00:00,nan,nan,,Geno,1231,4551,,1.1
1044,743609206067040256,2016-06-17 01:00:24+00:00,nan,nan,,Stark,1560,4917,,1.0
1045,743595368194129920,2016-06-17 00:05:25+00:00,nan,nan,,Harold,7445,20275,,0.7
1046,743545585370791937,2016-06-16 20:47:36+00:00,nan,nan,,Bentley,1066,3863,,1.1
1047,743510151680958465,2016-06-16 18:26:48+00:00,nan,nan,,Beya,4185,8671,,1.3
1048,743253157753532416,2016-06-16 01:25:36+00:00,nan,nan,,Kilo,1366,4624,puppo,1.0
1049,743222593470234624,2016-06-15 23:24:09+00:00,nan,nan,,a,2164,6792,pupper,1.2
1050,743210557239623680,2016-06-15 22:36:19+00:00,nan,nan,,Kayla,1560,4215,,1.0
1052,742528092657332225,2016-06-14 01:24:27+00:00,nan,nan,,Maxaroni,2245,4878,,1.0
1054,742423170473463808,2016-06-13 18:27:32+00:00,nan,nan,,Bell,4319,10812,,1.2
1055,742385895052087300,2016-06-13 15:59:24+00:00,nan,nan,,Phil,2266,7457,,1.1
1056,742161199639494656,2016-06-13 01:06:33+00:00,nan,nan,,Doug,1547,4743,,1.2
1057,742150209887731712,2016-06-13 00:22:53+00:00,nan,nan,,Edmund,1783,5661,pupper,0.8
1059,741743634094141440,2016-06-11 21:27:17+00:00,nan,nan,,Aqua,3144,8945,pupper,1.1
1060,741438259667034112,2016-06-11 01:13:51+00:00,nan,nan,,Tucker,937,4026,,0.9
1061,741303864243200000,2016-06-10 16:19:48+00:00,nan,nan,,Theodore,3650,9631,,1.2
1062,741099773336379392,2016-06-10 02:48:49+00:00,nan,nan,,Ted,6247,10997,,1.1
1063,741067306818797568,2016-06-10 00:39:48+00:00,nan,nan,,just,3520,10342,doggopupper,1.2
1064,740995100998766593,2016-06-09 19:52:53+00:00,nan,nan,,Leo,3154,7018,,1.0
1066,740699697422163968,2016-06-09 00:19:04+00:00,nan,nan,,Chip,888,3101,,0.8
1067,740676976021798912,2016-06-08 22:48:46+00:00,nan,nan,,Baloo,7724,19881,pupper,1.1
1070,740359016048689152,2016-06-08 01:45:19+00:00,nan,nan,,Chase,967,3610,,0.9
1071,740214038584557568,2016-06-07 16:09:13+00:00,nan,nan,,getting,2220,7335,,1.0
1072,739979191639244800,2016-06-07 00:36:02+00:00,nan,nan,,Nollie,6719,21898,,1.2
1073,739932936087216128,2016-06-06 21:32:13+00:00,nan,nan,,Rorie,1217,4443,,1.0
1074,739844404073074688,2016-06-06 15:40:26+00:00,nan,nan,,Simba,966,4138,,1.2
1076,739606147276148736,2016-06-05 23:53:41+00:00,nan,nan,,Benji,1876,5897,pupper,0.9
1078,739485634323156992,2016-06-05 15:54:48+00:00,nan,nan,,Kyle,3309,7887,,0.6
1081,738885046782832640,2016-06-04 00:08:17+00:00,nan,nan,,Charles,1283,4127,,1.1
1083,738537504001953792,2016-06-03 01:07:16+00:00,nan,nan,,Bayley,1759,5575,puppo,1.1
1086,738166403467907072,2016-06-02 00:32:39+00:00,nan,nan,,Axel,3828,9635,,1.2
1087,738156290900254721,2016-06-01 23:52:28+00:00,nan,nan,,Storkson,748,2768,,1.0
1088,737826014890496000,2016-06-01 02:00:04+00:00,nan,nan,,Remy,2006,5757,,1.0
